intersection,north,east,south,west,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950
adaptivelights,35,20,20,4,0,5.625,10,11.05,15.46429,18.87879,20.68293,23.80357,30.93548,36.25352,35.84722,41.62687,46.58209,44.84375,49.98462,56.11428,61.23684,60.8,56.84444,54.48889,55.82927,57.58974,50.59155,48.66197,52.21795,54.05495,49.47826,52.52325,59.80247,61.12195,64.88732,70.76389,73.92405,75.79546,69.67073,65.54054,71.18462,61.96429,58.03637,58.78688,62.89552,61.6625,59.77632,59.25676,66.65278,68.53846,69.02666,71.27397,74.3924,77.16092,67.59782,62.96591,65.63636,68.13043,51.21312,50.73529,54.86842,57.88372,56.11111,59.02632,64.43662,57.22535,60.70667,62.10465,67.02151,72.62626,65.95959,62.97872,64.58334,68.7013,60.64935,51.33803,54.4321,57.23913,56.38889,57.74419,64.40964,67.6625,69.09722,70.94872,74.68235,76.98936,69.18085,64.88095,65.5125,75.15385,61.06154,47.44444,52.08571,57.71053,55.07143,59.60759,65.97436,65.32,66.85507,70.09333
adaptivelights,35,20,20,40,0,4.6,8.055555,13.09091,18.73913,25.75,28.12903,32,33.81633,39.6,35.84,36.93877,36.34,40.07843,40.12698,41.94805,46.51724,52.23158,48.42222,49.47619,52.225,60.39726,56.72464,51.30303,53.83333,56.06024,52.71429,54.67901,61.5,61.23077,66.35211,72.9315,77.82051,79.13793,70.8046,68.85,65.24691,56.62162,54.375,57.01333,58.41379,61.18367,62.95699,66.30769,71.94382,75.78022,73.85714,76.41666,80.96667,80.70588,79.13725,73.24468,77.45361,83.73119,79.11459,72.12904,62.62245,60.16495,60.73404,61.90526,68.04166,68.88119,64.58253,63.40404,68.76415,74.75893,75.0177,71.6937,70.98058,75.16982,69.78846,59.51546,64.46535,68.09009,65.41071,62.15652,64.73684,69.90351,69.3578,67.04902,69.93578,71.2683,73.03448,73.22222,74.95,80.30209,73.61459,68.06667,71.59794,75,71.26415,70.03061,72.46154,78.06593,71.25,70.23529
adaptivelights,35,20,20,43,0,4.5,7.642857,11.4,17.77273,20.59259,22.91892,25.95918,32.58182,36.64615,34.75806,36.73846,38.46154,42.04286,44.71795,48.12222,50.54286,56.99107,62.50909,59.95,61.09278,65.53125,62.36559,55.30233,57.10753,60.48077,60.70476,60.58252,68.7579,73.92473,70.19566,70.77319,73.60748,79.41593,75.99048,77.42424,78.82829,81.36364,80.30097,73.40385,66.6,61.16822,58.05714,60.91837,66.26804,73.52128,67.83696,72.75269,75.53922,85.42157,75.93204,71.76699,71.28866,75.74194,71.76289,68.18182,62.9798,60.93333,58.82301,58.93578,62.42342,68.12727,67,71.43,77.18446,81.18018,76.2,75,73.125,73.70731,65.80769,58.72727,62.09302,63.20202,62.99029,64.49533,67.11712,74.96397,76.25893,78.23364,74.55769,80.41747,78.17,72.02084,73.50549,76.04546,73.45122,75.28205,76.14773,78.53608,79.08696,74.15218,72.54737,65.8022,59.98864,65.65218
adaptivelights,35,20,20,44,0,5.538462,10.17647,14.8,16.26923,18.85714,23.58537,28.6,32.37705,37.41429,33.47761,36.96825,40.90625,44.09524,47.11765,49.72152,54.05682,57.04211,50.34444,48.88372,50.875,55.375,51.35616,50.72603,55.22222,57.43011,47.8,45.9625,50.20513,55.69136,56.175,60.73563,66.46236,74.89474,72.40909,69.69621,72.53521,73.10811,61.69014,53.59091,56.49333,61.225,56.04706,56.87952,60.46667,63.85393,67.2381,70.38636,76.2043,77.72549,72.79798,69.33696,70.82558,79.7,66.38961,60.23944,64.22369,65.54118,62.4353,60.58139,65.91011,68.92473,65.07229,66.88095,67.24742,70.58096,66.92233,65.82178,66.45263,71.20213,71.62887,68.22549,61.01961,58.65686,51.67273,54.09709,56.72549,61.94286,59.45794,62.37255,66.25893,71.97479,69.79825,73.74312,81.41747,87.625,85.6729,76.75701,73.83654,76.84259,72.39252,72.61165,76.10204,82.6875,79.31183,78.90218
adaptivelights,35,20,20,46,0,4.428571,5.235294,9.368421,15.3,17.72,20.35135,25.47826,30.28572,33.1194,32.4,38.05172,44.16071,43.47541,42.80597,45.075,49.58889,52.9902,54.0198,54.49524,56.39423,61.97222,61.81982,61.68103,61.44248,56.11382,55.22689,55.44538,62.38793,68.52101,69.5,72.54701,75.89815,80.75728,78.79592,77.47872,81,85.34375,90.46809,90.11702,82.67021,77.05319,76.06522,82.10465,81.05556,87.5814,83.63219,81.625,73.1413,70.03809,62.40404,62.57143,67.25773,72.92553,57.8,52.40476,56.81111,60.4375,59.43182,59.32558,62.46511,60.50549,57.80682,64.02222,70.34737,71.29126,71.3871,68,74.34177,80.77922,71.25714,59.25758,61.76,64.5,60.56627,62.25641,68.55405,66.58108,68.32858,66.68674,69.58696,75.89474,71.22826,73.89655,73.2809,73.23595,62.6353,59.65476,59.35,65.68868,69.35922,70.23,76.20792,77.26923,78.42719,80.66666
adaptivelights,35,20,20,49,0,5.230769,7.578948,12.5,15.75,19.6129,23.69444,25.63265,28.68254,34.52778,35.13433,35.98592,36.10606,39.86154,43.42857,48.1282,52.11364,56.68041,54.24719,54.79518,60.43038,61.98718,53.1375,54.17722,59.41861,65.09782,63.74737,64.91111,70,70.06741,67.53488,65.57143,70.83146,71.80198,68.45263,70.28571,76.80232,69.9359,66.96,61.19481,64.22093,66.98959,64.30928,62.05376,65.62921,71.45556,69.66279,66.25843,70.83871,77.68041,73.69149,71.98925,76.64634,77.7381,62.30769,55.01333,56.86585,60.61538,56.56044,55.52273,59.74713,65.45349,62.58333,68.58427,76.19566,78.91089,75.49039,75.6875,78.56322,88.11905,82.75641,65.52055,61.27848,65.17242,65.45238,62.93827,66.10345,73.56977,68.5119,73.76316,74.53488,78.5914,76.87234,72.79382,77.31683,77.57692,73.44231,62.86735,67.58696,70.38776,66.36,66.92,74.26316,77.57143,76.02198,82.43956
adaptivelights,35,20,20,9,0,6.7,8.058824,12.77273,15.73333,24.07407,25.47059,29.61905,32.58491,36.32759,34.30508,42.35417,35.81633,40.07407,41.87692,47.88733,50.79268,57.94048,53.18681,53.05747,55.75581,55.70886,50.26923,46.87059,50,56.20388,53.27723,55.70408,60.90722,67.62887,60.7234,65.33334,71.68085,78,74.53933,74.53488,76.94936,77.96385,71.64935,63.95652,62.90244,65.3587,62.29348,59.20879,66.35632,67.18182,65.11628,70.45652,73.55446,80.38095,82.30476,75.24468,77.0814,76.08989,59.79348,51.65517,55.80851,59.90196,60.03061,62.47778,65.71591,72.02299,70.44086,72.43299,77.31731,79.95496,82.82243,73.27885,75.17,80.58334,80.16327,77.41414,71.53125,65.28156,62.15152,65.61224,72.97849,73.72277,67.27619,72.17171,78.25961,85.12037,81.31731,79.74747,82.82954,90.24706,74.63529,67.16666,67.91026,69.78409,67.13095,68.075,75.07792,69.4321,70.97436,71.02273
adaptivelights,50,20,20,10,0,5.538462,8.75,13.42308,15.82857,18.725,23.97826,29.2,34.5,38.05405,36.64103,37.09459,41.26316,44.625,46.78049,51.61798,60.21978,67.25275,66.7381,66.83951,71.05479,70.88732,54.94203,53.46835,58.7093,60.24242,60.50962,62.33663,66.18446,71.51456,74.41304,81.25883,86.34444,87.50516,80.70786,74.74026,76.61333,69.73611,58.55714,58.76,62.54217,66.55173,64.62963,64.5,68.93671,69.38271,72.90667,76.02439,78.47778,79.28571,73.30209,72.78494,79.53658,79.06173,62.97183,59.97222,62.65432,63.18478,61.71111,62.44944,66.71111,65.87096,63.81522,71.23333,74.81633,78.15686,72.24,68.66666,73.73627,76.66292,63.35714,62.23457,63.6413,63.8972,64.14545,65.29091,70.09615,77.20953,74.02041,77.5955,80.68041,85.28283,85.05376,75.83334,77.41666,81.77012,68.79762,59.28947,55.34409,57.47663,54.57407,56.64486,63.53773,70.71154,74.19791,79.4375
adaptivelights,50,20,20,11,0,4.933333,8.318182,13.95833,19.07692,21.78788,28.48571,30.3913,31.32258,34.53947,36.18919,37.14286,37.07895,43.31169,49.71053,52.98837,58.49463,65.80412,65.54839,67.29412,68.35065,69.87671,61.10667,57.8,58.43182,62.02041,61.625,62.57447,67.42553,72.14737,69.31633,68.41936,72.1134,78.9901,73.5625,73.5,66.525,62.25,56.80769,58.77011,61.0202,64.31818,58.5625,58.35593,62.02586,69.36937,70.91666,72.55914,78.72449,83.05714,76.31,77.67709,79.41936,74.34782,67.61798,67.31035,67.97,72.49074,67.4661,67.71053,69.66087,77.23009,82.97248,83.98113,86.60606,90.68,93.36633,82.02084,87.71764,92.07143,73.63291,69.2987,73.73494,75.19355,69.18948,71.43182,77.34177,73.8961,73.15385,79.2963,85.29412,89.24176,86.73494,72.95946,66.2,63.87324,59.08571,65.67123,62.34444,63.85437,59.01942,56.19231,59.51402,67.43396,70.18,75.1
adaptivelights,50,20,20,15,0,5.777778,7.55,13.34783,17.4,19.11765,20.97872,25.96552,32.63077,36.74026,32.37333,33.57895,41.67123,45.46575,46.55696,54.06024,59.83146,64.24742,61.2766,62.08696,64.61729,61.9726,56.96053,60.81013,63.4045,66.45454,64.03,65.40196,69.13889,68.70588,71.43221,70.83636,74.03571,78.73333,76.87288,76.26316,80.35135,84.80556,86.36036,86.50909,80.16814,73.82758,68.7479,68.77778,67.11667,72.90517,74.46667,77.49152,83.20909,85.82051,87.57273,84.38,86.51087,87.42268,79.1134,66.08696,66.71875,68.62963,60.61607,57.93805,59.55932,64.09091,66.53913,72.00961,79.09434,83.77876,81.42105,80.3211,84.00917,85.51786,86.39474,77.47458,73.76724,72.60526,71.39286,71.15179,74.0087,78.77966,82.275,90.84821,92.37273,93.52213,87.89719,85.17822,83.27368,84.53191,76.18279,58.77907,59.0202,62.52727,63.5625,65.60185,69.72816,73.85981,71.13889,75.94846
adaptivelights,50,20,20,16,0,5.294117,8.952381,11.71429,14.77143,19.15385,23.975,29.08333,33.66667,35.95774,36.2973,39.01282,45.02532,49.14286,49.63014,51.58333,55.03158,62.46465,57.75269,59,62.38028,68.20313,52.8806,46.36111,49.9878,54.40659,51.71579,54.04396,58.25275,61.375,68.28571,73.80899,78.05209,82.87255,83.07071,81.0989,81.14606,82.1647,77.85394,75.98864,72.01219,68.50588,68.48781,67.10126,66.58823,67.45238,75.58228,79.17857,85.125,88.34737,85.69318,82.27586,88.42308,76.73684,61.15278,59.75676,59.35227,60.89109,61.4375,61.87387,66,73.43104,70.95652,79.58763,86.58163,92.17476,89.15625,85.11236,88.2317,89.47059,75.15662,64.25,62.72093,65.72916,59.93939,61.3299,65.17171,70.57576,69.45918,73.43333,79.59574,86.87629,77.55434,78.4353,80.46914,84.22353,79.80645,82.6087,77.02198,68.67391,64.42529,68.10844,73.35366,70.26667,71.48148,79.82716
adaptivelights,50,20,20,2,0,4.125,8.56,12.57692,15.96429,20.12121,19.58537,25.22,31.52632,34.84375,31.19403,33.28947,40.44,45.55696,45.64634,50.61538,57.02062,63.22772,66.86021,64.77907,68.36709,70.93243,56.79452,57.77333,60.82143,62.45652,56.3587,54.39175,61.35106,69.02299,69.5862,75.35165,78.85859,83.16038,80.07368,76.01075,80.70886,81.53846,60.63889,62.43056,64.87654,66.37778,58.67708,58.07527,60.04255,67.82796,67.96552,76.92941,79.68817,84.11579,83.84091,81.2439,80.14103,75.10976,55.47436,53.68675,55.58333,60.14563,57.10476,61.01942,66.64706,71.52475,72.98913,81.34884,86.41758,89.5,81.72043,80.41936,86.38889,86.30209,74.58511,68.86316,67.05434,69.46316,65.18279,69.72826,74.74445,76.58889,79.09876,80.22619,87.03448,91.84091,86.55556,76.73418,72.68493,62.81081,52.15278,55.4875,56.45745,57.78505,56.90741,59.58878,67.39047,76.12745,73.95699,82.39286
adaptivelights,50,20,20,23,0,4.916667,8.133333,11.29412,14.48,21,21.40625,23.71111,27.05085,31.59155,30.97143,34.94203,38.30263,42.17333,46.23171,51.56667,57.24742,64.48515,64.12371,64.63636,66.86047,76.79269,65.68604,57.625,55.85227,59.17172,56.84762,58.15238,62.06,69.0396,71.18279,78.50588,84.61798,86.33673,79.7551,69.79166,70.53764,81.5,71.8,65.4359,62.40909,64.15,60.28571,59.59794,64.69892,68.32632,69.41936,78.1647,85.28409,92.08791,82.15294,75.92105,75.55882,80.85075,68.22581,56.44444,55.12987,58.74419,57.59783,60.44444,66.23595,68.76744,65.5862,71.32967,77.89474,83.5,82.23959,81.73404,87.25843,91.82758,83.88506,73.25581,68.72941,70.39785,66.34375,65.66327,70.87234,77.19318,78.32143,85.77109,89.19101,94.96774,88.22105,81.52273,81.89024,87.92683,69,60.97102,58.96341,61.96739,59.31915,60.25532,64.81915,68.19608,70.12904,75.89535
adaptivelights,50,20,20,28,0,4.307693,9.176471,11.94444,16.18182,20.77778,20.7,26.625,30.69492,34.18056,34.28169,38.15493,40.90667,41.97675,41.4,46.84848,53.4434,62.2037,65.51485,66.85,70.70103,75.29897,75.10811,80.25423,85.424,88.65926,92.23448,95.93549,100.2805,103.4826,108.0553,113.7128,121.1667,129.2,135.1443,141.029,146.9155,152.6667,159.0362,166.8125,174.4934,178.3234,187.4237,194.1417,201.5597,208.0574,214.5282,221.0159,230.873,239.8419,248.7913,260.6429,271.6454,278.4901,285.0512,298.3825,303.5216,317.0516,325.7036,334.2401,344.0945,354.3466,362.8214,371.2767,379.6457,389.5354,402.5436,412.4246,417.4078,431.412,436.1383,445.996,455.8459,465.7233,475.5968,485.502,493.437,504.243,514.1514,515.9725,534.0717,535.5333,547.4882,555.1451,569.3913,576,583.5771,595.7897,603.3795,610.7992,623.1067,638,640.3189,654.24,651.2275,658.5273
adaptivelights,50,20,20,32,0,6,7.952381,12.57143,17.62069,22.29032,26.28205,29.4898,31.60317,34,34.7875,38.78667,40.68293,44.14634,43.19753,49.26744,55.12903,59.62745,61.06123,61.26316,65.30337,72.4,69,60.625,61.82558,62.48,63.81,59.14563,60.46847,66.9826,69.93913,73.28571,72.54054,80.04717,76.30476,72.34021,77.23864,81.7317,69.14286,60.89655,63.5102,67.13889,61.71698,61.87156,65.23148,70.41284,69.74312,71.15306,77.44,81.19444,74.03809,69.32291,69.70213,69.87778,59.01064,53.73196,58.62136,60.63559,58.11864,61.7931,66.30173,73.76316,75.99146,75.71186,77.73684,82.23276,87.39831,83.61062,85.99048,90.66982,83.09615,76.80645,79.43877,78.89286,76.85577,71.47321,68.88288,72.67826,72.85586,74.60396,81.14286,85.73214,84.78181,83.76923,87.87,92.30303,84.46227,72.6132,69.85577,66.57658,61.06422,62.87963,69.5,68.82301,71.65385,78.70526
adaptivelights,50,20,20,38,0,5.307693,9.6,11.4,18.65,18.66667,19.63889,24.73333,26.51613,32.01389,33.16216,36.81579,38.57143,41.225,46.46914,53.22093,58.47312,61.55769,61.44792,63.13953,66.34615,68.27631,60.21333,60.16177,63.70667,64.90697,61.91304,63.81609,69.34524,71.6875,68.87342,76.73418,79.12643,81.94736,81.03371,85.63415,93.01234,93.1125,79.84146,69.84415,66.7957,71.08911,68,69.36842,76.45055,81.58242,90.49383,94.77647,96.03226,99.9798,97.9,92.90218,88.84615,85.12766,76.34042,59.7191,63.8,66.05608,64.71296,67.41,74.37634,74.3299,75.49474,78.73737,86.85149,91.58878,89.02941,80.97895,85.27381,95.49333,77.13043,72.69118,76.35135,71.78889,66.04211,61.91579,65.68132,69.10989,68.22093,75.10844,81.26437,88.17778,89.31111,88.85897,89.67606,77.25758,62.83582,58.55422,60.37895,65.94118,57.37624,58.50476,68.28866,71.95744,77.92135,80.71579
adaptivelights,50,20,20,44,0,4.857143,6.65,11,14.81818,17.80769,18.48649,22.59184,27.74576,32.95652,33.84286,37.83333,36.94521,44.56165,46.90541,50.1519,50.77895,58.51515,57.06452,57.37209,60.14815,66.42105,57.98734,49.2,53.84337,56.94681,53.38776,52.2347,57.93684,63.94444,66.70588,71.96667,77.56842,81.01942,84.63636,85.36082,92.52747,99.57143,85.42105,75.64646,69.5567,69.55446,70.06061,69.06186,73.32609,76.8764,84.18823,87.21739,93.27084,99.14,95.71875,87.8866,90.66315,97.7766,90.92709,78.62887,69.70103,68.07767,66.12381,69.67,72.90909,83.03158,78.18478,85.81609,88.96809,91.48039,85.44211,75.92223,72.94253,72.63095,63.84146,64.27161,63.375,65.15596,63.05405,61.33636,64.82407,71.43519,67.75,74.14433,81.51515,88.09708,88.62245,81.86813,83.6,77.66666,67.4,61.92135,65.20202,69.92523,68.8785,66,66.47059,73.08738,72.71429,72.94736
adaptivelights,50,20,20,48,0,5.1,8.117647,13.10526,15.68,18.54839,22.375,25.60377,30.66667,36.53521,35.83562,37.5443,39.20513,44.46914,48.07692,53.42169,58.73333,65.42105,67.81915,63.44828,67.96104,66.43284,59.85938,57.36,56.94444,61.93877,57.80582,60.87,67.44211,69.71875,67.06186,73.16483,74.68627,80.88785,76.25961,72.22222,72.60416,75.125,63.39796,57.70968,60.25962,64.39474,61.85366,64.18488,66.60833,76.77273,79.57143,81.70094,81.82524,83.89815,87.50459,88.79612,94.98039,102.6733,94.05769,88.49,80.69,85.87878,82.58586,85.07447,89.23158,85.93684,91.67442,96.89655,100.1828,103.5455,90.67368,83.54444,79.45882,75.70731,58.72289,62.33735,64.35107,66.93333,64.16216,63.20721,66.33334,72.69444,67.16071,74.4,78.87255,84.78505,80.48113,76.63725,80.12766,92.15116,82.12904,68.74227,63.57292,64.17308,64.44762,62.54717,66.18269,68.33334,67.82569,68.42
roundabout,20,20,20,0,0,5.333333,8.5,6.444445,6.909091,8.941176,8.681818,10.17857,15.25,13.94118,12.55556,11.38889,14.57143,12.94737,11.33333,12.63158,9.684211,9.222222,12.09091,10.19048,10.66667,14.2,11.81818,11.17647,10.28571,3.75,9.214286,10.41177,9.380953,10.77273,12.5,14,10.72727,13.15385,6.090909,6.95,11.28571,11.34783,14,11,7.388889,11.86667,12,6.6875,10,11.22222,10.91667,10.77273,13.24,13.75,13.85714,14.95,13,12.1,6.1,5.266667,7,8.095238,12.27778,12.4,11.07143,10.69231,9.142858,7.928571,8.111111,11.57895,12.85714,12,12.14286,7.157895,8.25,9.5,12.14286,11.70588,10,11.15385,9.333333,8.833333,9.692307,8.076923,10.46154,9.785714,9.142858,9.190476,10.95,13.66667,12.9375,10.1,9.727273,11.78261,13,11.92,12.8,13.86364,10.8,9.842105
roundabout,20,20,20,1,0,4.111111,9.083333,12.66667,9.8,10.5,6.5,7.416667,8.923077,9.222222,9.6,8.461538,8.533334,10.07692,11.52941,11.64286,9,10.625,9.076923,6.823529,10.06667,11.33333,12.5,11.8125,8.2,7.545455,7.25,7.615385,10.15385,9.857142,10.7,8.357142,9.642858,10.4,10.05263,10.47619,11.3,9.842105,11.28571,11.76471,11.3125,11.57143,9.538462,8.909091,10.92593,13.13043,14.25,14.71429,14.8,12.11111,9.2,9.625,8.571428,13.25,9.466666,8.266666,11.77778,14.27273,12.875,7.538462,7.529412,13.73684,11.89474,9.285714,9.166667,8.416667,6.352941,11.06667,11.28571,10.47368,11.57143,16.7,9.25,9.357142,11.57895,10.26316,9.588235,10.26316,11.25,12.63158,12.05,13.63158,11.27778,11.42857,9.6,10.44444,8.388889,9.555555,11.69231,9.5,11.35714,7.545455,10.47059,10.15385,11.1875,12.2
roundabout,20,20,20,11,0,5.75,6.5,10,9.75,10.61539,8.909091,9,8.615385,11.17647,8.9,11.5625,10.82353,12.3125,11.8125,10.5,10.14286,13.17391,16.48,15.1,13.94737,9.35,10.55,10.08333,5.714286,9.785714,11.1875,11.0625,11.38889,11.47059,12.11765,12.6,14.35714,8.416667,12.375,8.727273,7.588235,9.5,9.384615,8.411765,9.55,10.75,12.8125,11.64286,7.5,10.65385,13.17391,16.33333,10.08333,11.28571,10.1875,10,11.3125,12.52941,8.523809,9.478261,11.40909,11.66667,10.33333,11.57895,13.35294,9.333333,8.684211,10.04545,12.4,10.33333,10.54167,12.22727,12.78947,11.35294,13,11.38461,8.866667,8.045455,11.20833,14.64706,12.05882,11.04762,12.25,12.16667,13.28571,8.533334,9.210526,12.19048,12.24,11.90909,12.91667,13.65385,12.95833,13.8,13.55,11.55,10.5,12.06667,7.181818,9.454545
roundabout,20,20,20,14,0,4,7.222222,9.916667,11.55556,7.357143,11,10.78571,10.53333,8.9375,10.5625,7.833333,11.46667,8.583333,7.888889,6.9375,10.1875,9.647058,9.666667,11,12.73333,10.46667,10.5,8.692307,6.846154,8.769231,11.07143,12,9.714286,10.08333,7.928571,8.444445,12.62963,14.14286,16.04348,12.42857,8.611111,9.125,9.529411,11.7,13.15,11.27778,8.888889,10.29412,11.5,10.4,7.0625,10.73684,13.1875,11.57143,10.66667,10.3125,11.17647,10.4375,11.73333,10.625,9.05,9.857142,12.91304,11.4375,8.625,8.666667,7.5,6.6875,8.833333,9.0625,9.375,9.75,10.27273,7.888889,7.333333,9.5,9.133333,8.857142,15.17647,12.13333,9.631579,9.461538,10.4,11.625,4.545455,11.28571,10.13043,11.04,9.913043,11.72727,10.69231,14.61539,13.57692,15.85714,14.65217,12.5625,9.666667,10.72222,13.66667,10.86667
roundabout,20,20,20,2,0,4.375,6.428571,9.944445,9.555555,10.42105,14.06667,15.9375,11.7,11.09524,10.25,9.666667,9.944445,13.05882,11.47826,13.6,15.38889,13.52632,12.11111,9.555555,12.1579,14.57895,14.25,10.06667,11.86667,10.85714,7.625,9.571428,11.78261,11.72727,12.77273,14.9375,13.625,11.47059,13.4,7.272727,9.285714,9.888889,9.444445,5.769231,11.11111,12,8.636364,7.375,9,7.882353,13.4,11,9.578947,9.454545,10.89474,11.63158,13.23077,9.181818,7.642857,8.25,12.75,10.1875,8.5625,9.9375,8.7,11.88889,15.92857,8.857142,10.6875,13.83333,8.9,11,5,7.625,10,11.41667,6.333333,5.857143,6.611111,9.529411,11.84615,9.466666,10.66667,6.875,7.090909,10.66667,15.16667,5.25,7.571429,8.384615,8.526316,10.80769,15.2,13.95455,13.86667,11.0625,8.25,8.75,12.73333,10.36364
roundabout,20,20,20,26,0,5.25,8.416667,10.25,5.444445,7.058824,10.66667,11.44444,9.111111,10.72222,12,6.55,9.826087,13.1,13.5,11.3,11.44,13.1,11,11.91304,12.09524,13.86957,14.13636,11.375,11.08333,11.54167,13.6087,14.88889,10.125,10.6875,9.307693,11.25,7.5,9.7,11.69231,9.571428,8.761905,11.84,12.13636,13.19048,11.63158,11.56,13.18182,14.47059,16.64706,15.95238,13.75,12.52941,10.3,7.944445,9.052631,10.5,10.63636,10.09524,13,10.85,9.454545,15.76471,16.52632,11.95455,11.4,13.89474,11.125,10,10.5,9.285714,9.181818,10.38461,8.5,11.38461,10.55556,9.090909,7.615385,9,8.294118,13.76471,13,10.0625,12.55,13.57143,10.61539,9.692307,12.33333,8.263158,11.6875,12.94118,9.666667,8,10.66667,10.66667,13.17391,13.64706,8.473684,10.8421,9.6875,10.16667
roundabout,20,20,20,28,0,4.076923,8.409091,12.34783,13.22727,13.71429,13.2381,11.31579,9.95,10.1,12.64,13,12.9,13.10526,9.526316,9.416667,12.47619,11.82353,9.285714,8.238095,9.181818,10.85,12.09091,12.85714,14.47619,16.71428,15.23077,9.222222,9.111111,11.35294,17,11.16667,7.666667,9.117647,12.55556,11.73684,10.11111,10.125,9.888889,8.583333,7.294117,9.8,10.31579,8.842105,11.36842,12.80952,11.8421,9.2,13.94737,11.83333,6.181818,9.166667,7.923077,9.176471,9.578947,12.68421,13.54545,13.625,9.846154,11.93333,9.583333,9.7,4.75,9.2,7.615385,10.53846,8.333333,6.692307,7.210526,12.3,13.92857,9.769231,7.692307,12.53846,10.9,7.909091,8.714286,8.555555,11.35,14.625,10.2,8.047619,12.10526,14.05556,9.6,12.5625,7.846154,9.125,7.111111,8.388889,9.238095,14,14.75,14.86364,12.80952,10.67857
roundabout,20,20,20,33,0,5.5,6.545455,8.75,7.166667,8.055555,10.29412,12.21053,13.07143,6.428571,8,8.176471,10.83333,13.23529,11.21429,8.222222,10.2,11.9375,10,11.13333,9.142858,9.9,7.166667,8,11.1,9.6,9.909091,10.26667,10.66667,7.8125,9.142858,11.89474,14.52941,12.8,8,12.4375,8.846154,7.857143,8.222222,8.615385,7.818182,6.583333,10.72727,7.764706,10.11765,9.92,11.8,17.33333,12,11.375,12.07143,15.25,8,9.9375,12.27778,10.625,11.58823,12.29412,10.2,8.73913,14.9,12.3125,9.647058,9.941176,10.83333,9.785714,9.333333,7,10.61111,12.8,10.26667,8.277778,11.05882,13.52941,10.66667,12.8125,9.230769,8.307693,8.647058,7.529412,10.66667,12.44444,11.6,3.888889,7.846154,12,8.461538,7.214286,10.4,6,9.533334,8.692307,8.538462,8.818182,6.733333,7.35
roundabout,20,20,20,34,0,5,9.538462,9.307693,8.1875,10.33333,5,7.882353,12.06667,10.86667,7.461538,8.25,10.52632,8.461538,9.583333,11.76471,11.87097,15.41935,19.2,19.08333,17.05,13.5,11.76923,11.42857,8.75,10.58823,11.2,13.36842,12.52381,12.625,12.71429,11.45833,11.89474,11.44444,11.5,12.52381,11.35714,12.3,7.333333,6.6,10.73684,10.0625,10.23529,9.222222,12.11111,11.6,13.375,13.42857,9.818182,7.117647,7.705883,9.863636,11.4,10.875,10.86364,11.47619,10.52174,12.56522,13.80952,12.08696,11.43478,10.45833,12.90909,14.68,12.11111,11.90909,13.31579,12,6.105263,10.29412,12.46154,7.1,10.46667,9.105263,9.821428,11.60606,15.6,19.52,14.4,11.75,10.11111,11.85714,10.15385,8.555555,8.565217,10.42308,11.16667,12.11765,11.11111,10.21053,9.947369,13.83333,13,8.636364,7.538462,5.833333
roundabout,20,20,20,36,0,7,8.230769,6.764706,8.545455,13.22222,13,12.64286,9.5,9.866667,8.352942,9.75,9.16,10.30769,14.63636,15.2,7.454545,8.272727,9,8.4,11.05882,10.4375,10.30769,10.38889,12.41177,9,9.619047,9.904762,12.4,13.5,17.73913,13,10.47059,9.684211,11.18182,10.59091,9.2,10.8,12.4,14.1,12.6,7.5,5.923077,8.133333,11.15385,13.35714,10.22222,4.333333,9.166667,10.45,10.34783,13.69565,12.77778,14.16667,9.266666,8.1875,11,9.285714,12.38461,9.214286,10,12.73333,11,10.46667,10,8.818182,9.083333,9.769231,9,9.142858,10.15,11.57143,9.5,4.5,6.833333,10.41667,8.333333,7.857143,10.375,11.64286,8.666667,6.473684,11.22222,13.66667,7.933333,10.07143,10,8.714286,10.14286,8.526316,11.55,7.3125,10.52941,10.18182,13.33333,9.833333
roundabout,20,20,20,43,0,5.769231,9.117647,8.071428,11.5,8.866667,10.08333,8.071428,7.777778,9.0625,9.25,10,8.5,9.222222,11.64286,9.714286,9.363636,8.285714,11.47368,10.91667,6.473684,12,13.71429,13.54545,8,7.066667,8.3125,10.17647,10.2,11.61111,12.86667,8.277778,13.8,13.16667,10,8.733334,8,7.818182,9.416667,6.333333,8.944445,10,10.9,9,13.5,12.06667,8.333333,7.705883,9.571428,11.54545,10,8.894737,8.555555,8.222222,11.06667,9.428572,12.2,8.8125,9.8125,9.944445,11.375,12.26316,12.6,13.63636,10.71429,10.08,11.7,15.5,17.96154,20.13636,16.66667,12.36,14.47619,12.10526,10.35294,7.8125,9,10.58823,8.375,10.06667,10,7.411765,11.68421,13.72727,7.461538,10.15385,12.77778,5.857143,6.4,11.53333,11.05882,9.055555,11.11765,10.21053,11.68421,12.31818
