intersection,north,east,south,west,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950
roundaboutquickright,20,20,20,12,0,5.785714,7.75,9.894737,10.85,14.38095,13,11.66667,10.95652,12.55556,13.5,11.53333,6.210526,8.9375,7.529412,9.941176,14,14.9375,14.77778,9,7.357143,9.043478,11.88235,12.66667,6.888889,8.142858,11.1875,13.9,9.384615,10.63158,12.07143,13.33333,9.6,8.875,8.357142,9.571428,8.352942,11.47368,9.4,12.1579,10.89474,12.2381,12.47368,11.91667,8.666667,10.42857,8.307693,11,7.3125,11.375,9.684211,11.82353,12.84615,9.214286,10.41667,7.076923,10.61539,8.769231,8.75,9.533334,10.375,10.06667,11.22222,11.68421,11.1,8.941176,8.8,13.88,13.64706,7.333333,7,9.166667,9.307693,7.823529,10,10.11111,10.73333,7.894737,10,11.6,11.95,13,14.4,13.625,9,10.5,10.36364,8.818182,9.375,9.647058,13.55556,12.71429,6.5,6.545455,6.375,9.2
roundaboutquickright,20,20,20,18,0,5.5,6.533333,9.333333,12.64286,11.15385,7.636364,7.047619,11,13.125,12.41667,11.75,13.38889,12.88235,10.61539,10.125,10.64706,9.666667,8.3125,9.214286,11.5,11.17647,11.08333,7.8,10.07143,7.181818,7.6,8.428572,11.4,11.5,11.25,12,6.733333,10.17647,10.45,9.388889,9.083333,10.18182,12.33333,10.6,5.428571,9.384615,12,8.333333,8.857142,9.2,7.333333,8.166667,11.28571,8.416667,8.166667,7.866667,10.125,11.09091,8.928572,9.263158,8.857142,13.91667,6.230769,7.8125,11.23529,12.71429,12.58823,8.375,11.8421,10.75,12.26667,11.44444,7.857143,8.411765,7.470588,13.75,7.888889,7.384615,9.5,8.941176,11.5,8.181818,6.636364,10.125,12.82353,7.923077,10.14286,12.09091,8.090909,6.6,8.5,9.909091,9.75,9.55,9.863636,13.55556,8,9.5625,9.909091,9
roundaboutquickright,20,20,20,21,0,4.375,7.4,8.166667,8.9,8.111111,12.44444,6.4,8.142858,9.285714,9.384615,8.785714,8.5,8,13.57143,10,8.230769,8.333333,7.15,10.85714,12.17647,9.3,10.66667,7.272727,7.333333,9.25,11.55,12.23529,13.86667,15.2,8,7.928571,7.8,11.17647,10.57895,12.05882,13.72727,10.8,10.07692,12.5,6.307693,9,10.41667,6.636364,7.647059,12.76923,6.166667,6.294117,9.692307,7,9,11.4,11.10526,10.57895,7.882353,10.26667,10.86667,10.23529,6.736842,10.9375,11.94737,8,12.875,7.222222,13.29412,9.733334,9.764706,10.58823,8.666667,11.25,13.2,11.10526,12.26316,12,10.09091,12,11.94444,12.31579,10.16667,10.25,10.22727,10.88,13.61111,12.05263,11.91667,13.11111,11.28571,10.09091,7.866667,10,11.63636,7,8.266666,7.818182,7.2,11.46667
roundaboutquickright,20,20,20,24,0,4.75,3.75,5.923077,9.307693,10.58333,7.9,7.692307,8.444445,8.235294,11.05882,12.63158,11,9.230769,10,7.705883,8.375,8.157895,8.9375,11.42105,11,11.10526,9.705882,12,11.8,10.34783,13.7,9.272727,7.714286,10.07692,9.166667,8.6875,10.63158,9.409091,9.894737,11.8421,11.22727,12,10.40909,13.14286,13.55,10.26316,9.636364,9.695652,14.33333,10.05556,10.35,9.625,11,12.23529,10.64286,7.916667,8.615385,9.769231,7.8,6.285714,8.285714,11.33333,9.111111,10.33333,10.91304,15,11.625,9.583333,10.36364,8,10.76923,10.33333,7.071429,7.928571,9.9,5.8,9.615385,11.875,8.909091,10.35714,12.59259,17.11111,12.59091,11.85714,7.083333,7,6.818182,8,9.5,9.166667,6.538462,10.11765,11.14286,7.222222,5.5,7.466667,10.6,10.52941,7.722222,8
roundaboutquickright,20,20,20,31,0,4.8,8.076923,6.5,7.636364,6.933333,8.461538,10.33333,7.5,8.857142,11.45455,10.4,10.85714,12.63158,13.33333,11.73684,8.466666,9.947369,11.85714,8.923077,8.7,9,12,13.22222,15.1579,15.05882,13.38889,12.24,13.36,14.2381,11.05263,11.1579,11.16667,11.77778,5.5,7.714286,9.933333,8.583333,9.176471,10.61111,11.26316,11.53333,11.18182,9.416667,6.846154,7.133333,10.11765,9.611111,11.17647,10.11111,9.266666,9.6875,10.27778,9.75,8.166667,13.2,5.4,6.9,11.45455,13.3125,11.6875,10.3,8.882353,9.3125,12.11765,11.86667,7.538462,9.083333,11.08333,7.4,8.555555,8.625,7.846154,8.125,9.583333,7.3,6.8125,8.619047,10.78947,8.5,9.714286,11.28571,10,6.933333,10.14286,8.95,10.55556,9.4,13.26667,7.384615,9.823529,12.10526,8.5,7.928571,9.733334,8.263158
roundaboutquickright,20,20,20,34,0,4.5,7,8.75,9.789474,10.33333,8.166667,13.75,11.72727,8.375,8,8.714286,13.42857,13.8,14.55556,7.125,9.2,7.214286,10.85714,6.428571,9.73913,10.04348,11.66667,15,16.71428,13.64706,12.57143,9,10.1875,9.8,9.058824,12.31818,14.35294,12,12.36364,9.181818,7.428571,10.46667,11.53846,7.75,10.33333,10.82353,11.375,7.066667,8.2,8.944445,10.5,9.55,11.1,9.533334,9.142858,8.84,10.66667,12.61905,9.846154,8.842105,11.94118,10.15,12.5,11.57143,10.21429,12.83333,9.642858,7.764706,9.733334,9.9,9.045455,10.8,8.785714,7.538462,8.4375,11.8,8.615385,9,12.6,9.0625,11.75,12.9375,9.75,9.5,10.28571,7.307693,8.4375,11.5,8.352942,8.833333,9.25,10.5,7.545455,9.818182,10.53846,8.428572,5.8125,9.9375,8.916667,9.818182
roundaboutquickright,20,20,20,35,0,4.461538,7.692307,11.27273,8.466666,9.066667,9.625,10,11.73684,10.52941,10.5,10.16667,11.375,6.666667,9.076923,9.642858,11.57143,9.142858,8.769231,9.882353,10.94118,12.11765,10.72222,10.90476,10.44444,9.611111,11.63158,11.73333,8.928572,8.333333,9.166667,8.142858,7.692307,7.95,10.5,14.64706,12.5625,9.066667,10.07143,8.571428,10,8.5,9.533334,11.0625,8.6,11.94118,12.25,9.666667,11.33333,7.785714,8.882353,11.78571,8.857142,8.25,7.3125,8.083333,7.615385,10.69231,8.5,9.384615,10,9,10.57143,9.5,6.692307,6.333333,10.21053,10.61111,9.2,9.294118,9.777778,10.47368,12.625,10.81818,8.333333,6.846154,10,9.357142,9.882353,11.29412,9.428572,13.27273,8.909091,5,3.5,5.1,7.666667,8.888889,6.625,7.533333,8.952381,13.25,8.235294,10.36842,10.63158,14
roundaboutquickright,20,20,20,36,0,3.888889,6,6.227273,10.44,13.27273,14.36,11.32,11.79167,12.05263,14.31579,9.5,8.357142,10.0625,11.35714,7.636364,7.5,9.736842,10.86364,14.28571,14.83333,11.1875,12.07692,10,6.928571,8.230769,8.461538,11.21053,11.64286,10.7,10.42105,13.1,10.33333,10.93333,7.5,9.0625,8.857142,8.875,9.555555,9.55,13.52941,8.9375,12.08333,9.066667,8.733334,14,6.5,10.18182,10,8,7.529412,11.05263,12,11.5,5.454545,8.142858,10.5625,9.583333,9.117647,13.11111,11,10.05,11.29412,12.5,11,8.538462,9.857142,11.18182,8.421053,10.8421,11.17647,9.8,8.111111,9.636364,11.66667,12.23529,13,7,8.461538,11.53333,10.46154,10.35294,8.866667,9.928572,7.384615,7.125,11.13333,8.7,9.230769,11.26667,9.444445,8.7,5.727273,6.157895,8.529411,11.33333
roundaboutquickright,20,20,20,4,0,7.166667,7.25,10.9375,9,8.285714,8.733334,9.1,9,13.22222,12.33333,13,13.13333,8.5,6.933333,11,9.6,9.333333,10.58823,7.6,12.47619,17,9.727273,7,7.8,10.14286,5.857143,7.071429,9.357142,11.16667,10.28571,7.916667,6.384615,9.8,10.57143,6.727273,8.857142,9.65,10.29412,13.38461,8.428572,5.5,10.78571,10.23077,9.75,5.923077,8.133333,7.866667,9.571428,7.714286,11.22222,11.8421,13.125,12.625,4.916667,7.846154,8.266666,10.77778,10.78947,9.9375,9.733334,8.5,6.733333,8.894737,11.27778,9.625,9.882353,11.94444,9.2,8.25,9.882353,12,7.571429,7.222222,10.6,14.15,12,10.26316,12.15,10.54545,11.10526,13.72727,13.45833,9.111111,12.66667,13.88889,14.36842,13.89474,13.30769,10.83333,5.583333,7.166667,11.05263,11.27273,13.2,11.57143
roundaboutquickright,20,20,20,7,0,4.461538,6.75,9.647058,8.642858,12.77778,5.818182,9.090909,8.833333,7.1875,9.470589,11.2,8.647058,11.25,11.76471,12.73684,15.83333,11.14286,7.142857,8.133333,8.95,9.15,11.31818,11.6,9.842105,11.47826,11.4375,10.16667,10.47368,11.5625,10.66667,6.9,8.533334,9.882353,11,7.75,7.181818,11.8,13.88889,7,7.5,7.2,7.058824,9.076923,8.375,7.4,8.6,9,6.25,10.125,12.09524,13.55,12.73333,6.1875,8.8,7.5,10.73333,10.27778,12.92308,11.5,10.93333,9.214286,6.368421,10.17647,11.4375,9.5625,9.466666,9.526316,12,13.8421,10.93333,12.93333,11.07143,8.230769,8.0625,8.3125,9.2,5,8,11.61539,6.4,7.555555,7.466667,11.45455,7.9375,7.6875,9.588235,12.71429,12.58333,11.07692,9.25,7.666667,9.05,9.473684,12.05263,9.625
roundaboutquickright,20,20,20,8,0,4.909091,7.7,7.1875,10.41177,10.81818,8.923077,12.23077,8.357142,7.647059,10.125,8.444445,12.72222,9.8125,12,11.42857,12.33333,11.66667,9.3,8.692307,8,11.30769,10,13.64286,6.545455,10,6.9,8.333333,7.5,9.875,11.57143,12.05556,15.09091,10,7.692307,8.1875,8.388889,9.058824,12.64286,9.388889,11.57143,11.33333,6,7.222222,7.181818,10.28571,9.5,6.230769,8.470589,12.33333,10.25,10.35714,7.769231,9.444445,10.38889,10.1,10.72727,8.916667,10,5.166667,8.090909,11.38461,12.41667,12.3913,12.5625,7.615385,9,12.52381,13.125,8.818182,9.4,7.909091,7.230769,8.769231,10.64706,11,13.47059,9.928572,9.214286,7.533333,10.38461,9.533334,7.625,9.818182,8.518518,11.51724,14.84,17.25,11.52174,13.45,8.733334,12.07692,6.5,8.142858,10.0625,11.94118
roundaboutquickright,35,20,20,10,0,4.928571,7.181818,8.6,10.05556,8.272727,9.266666,13.42857,16.76191,12.52381,10.33333,12.18519,13.30435,14.73913,14.5,11.57143,10.1875,9.588235,10.58823,10.5,9.722222,11.52632,7.888889,10.15,12.33333,8.866667,7.470588,11.11111,13.23077,9.083333,8.111111,10.16667,10.55556,11.28571,11.42857,12.25,11.5,9,8.090909,7.285714,10.92857,10.625,9.642858,8.882353,9.45,12.52632,12,10.2381,13.09524,10.31818,11.89474,10.875,14.07143,8.818182,8.666667,10.125,9.615385,8.529411,8.055555,7.3125,7.923077,7.857143,12.1,11.89474,8.866667,8.6875,10.64286,8.785714,7.529412,8.714286,11.52381,10.88,13.29412,10.95,12.36364,14.34783,17.73077,12.625,11.92593,15.65625,12.08,14.85,11.4,10.35294,9.375,8.214286,8.666667,8,7,10.05556,11.23529,10.8125,8.5,11.05263,11.53846,10.1579
roundaboutquickright,35,20,20,14,0,4.25,9.1875,9.833333,8.428572,7.666667,11.05556,8.733334,7.933333,9,6.647059,10.61111,12.72727,8.4,8.545455,7.714286,7.714286,7.411765,9.736842,11.3125,10.92308,6.923077,7.076923,9,8.428572,10.8,12.47826,9.388889,8.105263,8.826087,11,13.04167,11.52632,11.4,11.26316,10.22222,11.76471,8.4,10,10.09091,7.071429,8.5,9.181818,13.6,12.61905,11.33333,13.6875,11.94444,10.75,12.75,8.1875,11.63158,9.222222,8.263158,10.4375,11.91667,6.933333,9.5,8.5,7.263158,12.125,9.642858,8.705882,10,13.66667,12.94444,10.10526,11.11765,11.54167,11.64706,8.0625,9.052631,10.44444,12.5,10.25,9.555555,10.6875,8.615385,7.769231,7.652174,10.38889,13.92308,11.58333,11.4,7.461538,6.307693,9.166667,10,13.63636,8.636364,9.066667,11.58823,11.30769,8.142858,8.590909,11.81481
roundaboutquickright,35,20,20,16,0,5.058824,9.388889,12.0625,8.555555,11.82353,10.6875,9.615385,10.5,11.57143,16.45,16.88889,15.26667,7.846154,9.666667,8.380953,8.789474,10.2381,11.8421,12.61905,10.65,12.2381,10.57692,12.91304,13.16,12.06897,11.47619,12.66667,14,8.6,9.529411,8.105263,11.5,8.777778,6.666667,7,10.46667,10.55,15.15385,9.461538,7.545455,6.714286,9.421053,8.058824,10.44444,7.052631,10.33333,11.66667,7.8,10.88235,10.76471,9.357142,7.666667,9.166667,9.875,9.5,8.533334,8.45,11,10.26667,9.6,11.52381,12,8.214286,7.214286,8.368421,10.44444,9.235294,7,9.714286,10.95,11.90909,11.25,10.38889,10.27778,10.90909,7.888889,10.6,10.33333,11.14286,14.91667,12.04167,10.69565,12.35714,13.22727,10.73913,10.14815,13.08,10.03704,12.30435,15.16667,10.57143,9.703704,11.26087,11.16,12.5
roundaboutquickright,35,20,20,2,0,5,7.727273,6.428571,7,5.866667,9.307693,9.8125,10.2,11.29412,8.666667,9.8,9.764706,7.875,8.857142,10.85714,11,10.27778,11.23077,7.5625,8.823529,12.53333,11.125,8.956522,11.73684,12.5,6.933333,9.3125,11,7.375,7.909091,12.85,15,9.6875,8,8.625,9.761905,10.14286,10.18182,11.41667,12.36,11.11765,12.80952,13.94737,9.214286,11.76923,9,9.375,5.833333,8,10.71429,14.29412,9.5,10.16667,9.307693,10.0625,9.384615,9.545455,8.176471,8.235294,8.4,10.05556,9.6875,10.125,7.705883,9,10.78947,8.210526,7.5,11.69565,10.8125,13.52632,9.545455,8.882353,14.18182,5.785714,6.526316,9.25,12.24,14.09091,9.588235,10.15,10.16667,11.75,9.7,6.066667,9.533334,10.5,7.857143,9.545455,7.357143,7.611111,9.157895,14,12.1579,10.61539
roundaboutquickright,35,20,20,29,0,5.416667,8.5,12,10.77778,10.58823,12.73684,10.66667,10.22222,10.66667,10.38889,9.611111,8.35,10.1,9.866667,11.1579,11.35,11.70588,12.7,12.6,10.33333,7.277778,12.05263,9.933333,11.2,8,8.266666,8.461538,6.85,7.809524,14.1579,9.785714,6.85,12.22222,11.42857,10.61111,12.28,16.22727,15.95833,13.05882,11.93333,12.38889,8.851851,12.21739,12.41177,12.88889,12.28571,10,9.666667,10.27778,8.384615,7.615385,8,8.692307,7.533333,9.9375,9.409091,11.09524,11.09524,12.5625,9.842105,10.82353,9.647058,10.07692,7.833333,11.19048,11.59091,13.93333,9.277778,10.22727,12.54545,12.64286,15.39286,11.47619,12.90909,11.71429,11.36842,14.65,11.22222,10.55556,10,12.46667,5.733333,9.842105,8.944445,11.9,13.64286,10.9375,7.764706,9.15,10.44444,11.18182,12.3,13.61111,11.52941,9.875
roundaboutquickright,35,20,20,3,0,4.333333,8.266666,9,12.8421,11.52632,13.59091,11.41667,12.5,14.34783,13.16,12.72727,12.5,9.222222,11.61539,9.857142,7,8.153846,8.45,10.41667,10.88889,9.5625,11,7.636364,8.941176,10.23529,9.380953,7.909091,10.63636,13.77778,13.52632,9.333333,11.25,7.5,7.294117,10.3,10.44444,9.777778,7.954545,9.1875,12.4375,9.523809,10.8421,10.86957,12.95,15.78571,10.25,10.05556,8.4375,9.789474,9.695652,11.28571,11.77778,7.6,8.761905,10.10526,9.333333,11.82759,14,11.86957,10.7,13,11.94737,10.71429,12.25,9.384615,12.28571,6.866667,8.368421,8.631579,11.64286,8.230769,8.4,11.8421,10.2381,15.1875,8.3125,10.47368,13.69231,13.33333,10,10.4375,10.57143,8.692307,8.5,9.933333,9.428572,8.736842,7.736842,11.17647,7.947369,10.77778,9.625,11.5,8.266666,8.95
roundaboutquickright,35,20,20,37,0,5.1,6,11.65217,12,8.75,12.83333,11.76,9.894737,11.35,12.85,9.307693,9.8,8.894737,10.81818,11.82609,13.55,11.05,8.434783,10.75,10.125,10.64286,10,9.866667,9.166667,8.846154,9.6875,10.21429,10.47059,9.9,10,8.642858,10.375,8.642858,10.36842,11.22222,10.33333,11.10526,7.555555,11.52632,11.06667,10.84615,11.18182,11,7.764706,8.263158,7.352941,8.272727,10.48,12.6875,16.96,17.42308,14.03846,12.52174,15.85,9.846154,12.27273,8.7,8.3125,8.952381,12.33333,9.944445,9.578947,11,13.92857,10.72222,8.73913,13.18182,15.33333,11.95,11.10526,8.45,11.63636,13.6087,12.47368,10.42857,10.65517,12.31034,12.84615,13.56522,15.31579,10.16667,9.55,9.2,9.181818,11.1579,11.94737,10.5625,10.83333,9.454545,6.055555,8.95,9.863636,11.22727,14.91304,12.54545
roundaboutquickright,35,20,20,41,0,4.307693,6.5,9.666667,12.14286,16.9,16.30769,7.166667,7.642857,6.470588,9.470589,7.117647,7.666667,8.736842,10.28571,9.3125,9.736842,10.11765,8.526316,10.75,9.333333,11.85714,9.105263,12.72222,9.954545,9.52,10.88,12.69565,13.59091,10.2,12.51724,13.40909,11.16667,11.11111,13.0625,9.8,7.642857,10.09091,7.1875,8.75,9.066667,9.95,9.8,9,11.35,11.63158,12.76471,7.15,9.952381,10.25,11.6,10.13636,11.24138,11.85714,10.17391,12.22222,7.235294,8.866667,8,8.071428,8.85,9.190476,12.47368,10.8421,10.17647,8.625,7.64,10.32143,10.90476,12.57895,10.70588,10.7619,11.9,12.66667,7.789474,7.958333,11.90909,10.38889,9.222222,10.88235,11.70588,9.15,9.409091,11.21053,12.73913,9,10.09524,10.65217,9.842105,9.708333,11.10526,11.57895,9.458333,10.875,10.46154,11.89474
roundaboutquickright,35,20,20,45,0,5.272727,8.285714,8.642858,10.93333,14.63636,5.125,7.823529,10.8,9.235294,7.8125,9.785714,7.842105,11,11.82353,16,13.73913,12,14.7619,13.3125,10.52632,9.047619,8.5,11.83333,10.47368,8.047619,11.64286,10.92308,8.769231,8.071428,7.7,7.5,9.090909,8.105263,10.47826,11,10.07143,13.56667,14.03448,14.17857,14.88889,13.85714,14.875,9.176471,10,10.54545,12.88235,11.16667,8.421053,10.33333,7.076923,8.809524,10.22727,11.85,12.36364,9.809524,10.90909,9.4,10.27778,10.4,11.78947,15.58333,11.46154,7.35,9.956522,11.70833,13.28571,15.61539,17.42857,11.07143,8.545455,6.823529,10.59091,12.35,11.5,11.52941,9.2,10.46667,11.28571,7.578948,9.916667,12.29167,12.92593,15.41667,13.13636,11.13043,11.625,10.48,9.4,10.04,10.27273,12.18182,13.29412,11.375,7.714286,8.75
roundaboutquickright,35,20,20,7,0,5.4,8.6,10,13.52941,13.21053,8.909091,10.66667,10.05882,8.928572,10.6,9.769231,9.6,9.0625,11.25,9.25,10.05882,11.71429,9.071428,7.692307,8.4,10.13333,7.5,9.4,12.36842,11.05556,10,9.15,10.59091,11.125,15.63158,11.68182,9.388889,9.375,8.7,14.8421,11.05556,9.736842,12.35,10.69565,12.21739,14.2,7.9375,8.117647,11.29412,10.6087,10.68182,9.25,12.55556,5.611111,9.9,10.23077,11.22222,13.28,13.54167,13.40741,13.42857,10,8.388889,12.6,12.31579,9.529411,8.434783,10.55,11.72222,12.29412,10.09524,8.782609,9.944445,9.166667,7.733333,10,9.136364,13,10.33333,9.26087,9.807693,11.875,16.33333,11.53846,11.71429,6.615385,9.444445,13.11111,11.125,8,9.947369,8.809524,12.83333,12,7.789474,9.681818,12.7,11.16,14.85185,12.82609
roundaboutquickright,35,20,20,8,0,5.272727,7.421052,8.388889,11.57143,11.34783,14.75,12.4375,13.70588,9.15,12.5625,9.5,8.411765,9.333333,11.68421,11.875,9.6,11.84615,7.823529,8.529411,9.888889,10.7,10.92308,8.117647,8.590909,9.526316,8.8,9.26087,10.86957,11.9,12.05,10.2,8.173913,12.6,13.90909,13.6,8.571428,8.285714,7.947369,10.41667,12.28,14.14815,11.86957,11.65385,12.11111,13.28,13.72727,11.40909,10.63158,10.8,10.13333,10.07692,11,8.8,11.125,10.66667,9.933333,10.55556,9.7,10.73077,11.90909,13.33333,15.47619,13.53846,11.76923,12.5,9.5,6.583333,9.133333,7.31579,8.789474,10.90476,13.16667,13.27778,12.32,13.13043,13,8.166667,13.65385,14.55,12.33333,9.545455,8.722222,12.75,11.42857,10.33333,12,12.35294,9.944445,8.666667,10.45833,17.05263,10.375,7,5.058824,9.05
roundaboutquickright,35,20,20,9,0,5.642857,8.619047,11.04762,13.8125,9.928572,6.421052,9.380953,11.54167,16.42857,10.11111,5.785714,8.05,11.59091,13.52381,11.3,12.33333,10.45455,9.523809,11.13636,12.0625,11.47826,11.45833,15.70588,11.1,13.09524,11.16667,8,10.05263,12.33333,12.55,12.21429,9.5,10.08333,9.714286,9.857142,8.5,10.68421,11.73684,12,11.59091,11.16,13.48,11.04545,10.70833,13.28571,13.38095,12.625,8.578947,11.41177,10.85,10.09524,11.14815,13.85,11.375,8.615385,8.380953,10.68182,13.38889,11.1579,10.68421,9.153846,9.411765,8.555555,11.14286,12.3,17.03448,16.17241,14.2963,15.95455,13,15.2,12.86364,12.04167,12.96296,12.31579,10.95,10.8125,12.31818,12.8,9.5,11.6087,12.6,13.47059,12.0625,8,9.375,10.73913,15.77273,15.72222,9.705882,9.590909,12.54545,13.8,12.8,11.36
roundaboutquickright,50,20,20,13,0,4.777778,5.2,8.578947,9.291667,13.10526,10.22727,9.64,14.24,10.5,15.42105,15.26667,9.888889,10.31818,11.5,12.62963,13.59259,8.869565,11.2,12.17391,10.08333,12.20833,9.192307,12.46429,11.64286,11,12,9.166667,9.916667,9.277778,6.95,8.823529,12.14706,12.64516,11.74074,14.5,14.42308,11.65217,12.58333,13.6087,12.03704,13.16,14.10714,15.16,11.18519,10.25,11.68182,12.5,7.782609,9.541667,11.38095,10.33333,8.315789,8.7,8.578947,9.294118,7.647059,9.4,10.52174,9.833333,11.03226,13.77419,17.02941,16.68293,17.38775,19.02273,21.97368,18.45714,16.36111,19.72222,22.34884,24.27273,24.30769,22.89474,24.91892,18.85294,18.94595,15.17647,14.57143,15.68966,11.125,13.8,13,9.071428,8.782609,8.909091,10.70833,9.142858,11.31579,8.588235,8.526316,8.227273,9.296296,10.64286,13.2381,9.818182
roundaboutquickright,50,20,20,2,0,4.818182,9.363636,7.388889,8.869565,9.583333,10.41667,10.5,12.59259,12.78571,13.10345,11.89286,11.5,13.4375,13.65517,12.96552,11.81818,10.5,8.941176,10.35294,8.727273,11.77778,12,11.16667,10.04545,8.846154,10.30435,12.82609,10.63636,10.42105,12.91304,13.35,11.84,14.05,11.36364,9.26087,10.85714,13.04762,10.90909,12.31818,10.43478,9.416667,11.18182,11.23077,12.17857,8.83871,15.47059,17.91429,17.80645,12.78378,17.67647,14.82353,15.31034,15.32,10.18182,10.04545,10.2381,10.75862,14.73077,14.66667,10.24,10.52174,10.75862,13.31034,16.06452,18.64516,15.48276,14.42857,13.125,15.68421,13.06667,8.5625,12.17647,11.69231,7.411765,12.53846,12.63636,13.8,13.2381,12.05263,9.208333,10.03704,12.08696,12.67742,13.3913,7.045455,11.54167,12.11539,13.34615,10.13043,9.916667,10.55,9.681818,10.38889,9.833333,7.761905
roundaboutquickright,50,20,20,25,0,6,8.416667,6.411765,7.6,11.78261,10.9375,12.70968,16.97059,17.4,15.51852,14.85714,11.6087,10.29412,10,10.33333,11.31034,13.19355,13.06452,13,10.8,11.03333,11.86667,14.11765,16.75,17.76471,20.06667,17.26923,18.58621,13.06897,16.89286,15.4,18.32143,14.36842,8.611111,9.411765,11.04762,7.411765,8.541667,12.54545,12.31818,11.375,10.78571,13.37838,15.93103,13.78261,8.823529,10.09091,9.482759,12.39474,14.69697,14.41379,13.30435,10.9,11.65,9.521739,11.82609,12.34615,14.72,11.11765,9.6,8.571428,8.884615,11.53846,12.30769,14.875,13.28,12.90909,12,8.875,9.681818,8.083333,12.15,8.666667,8.6875,9.210526,8.958333,8.9,12.95455,11.70833,12.11539,11.78261,9.84375,11.79487,14.81579,16.93939,15.87879,14.90909,15.41667,17.03846,16.91667,10.83333,13.96,15.92308,10.2,12.04348
roundaboutquickright,50,20,20,29,0,5,9.666667,10.61539,12.78571,11.82353,11.88571,13.25714,17.16667,17.21428,13.2,16.35135,16.59459,16.63333,18.26667,17.09091,15.26923,15.18519,13.70833,12.85185,11.32,11.8,13.07143,12.88889,13.17647,16.75,21.55556,20.62162,24.35135,24.78572,27.02632,24.08108,22.1282,23.55263,21.04762,20.68571,21.51724,15.53846,17.95652,17.13043,12.09091,13,13.90323,12.82759,10.66667,12.5,13.92593,12.04348,9.611111,11.75,9.631579,10.125,11.14286,7.842105,10.38095,10.13043,10.86957,14.61905,12.33333,7.555555,7.8,10.07692,8.115385,12.76923,13.13636,8.526316,10.13636,10.3913,12.7,10,8.954545,9.666667,8.222222,10.77419,12.4,15.25,16.625,17.93478,17.64444,21.2093,20.4902,23.17778,18.2,16.33333,16.48571,17.3913,12.08333,11.26316,10.73684,10.04762,12.66667,10.60714,13.07407,11.8,11.21739,10.74074
roundaboutquickright,50,20,20,3,0,5.5,9.130435,13.25,11.76471,11,6.75,7.882353,7.105263,11.68,12.68,11.48276,14.08,15.74074,15.59375,14.36,12.83333,15.14286,13.96429,14.06061,13.63889,15.40541,14.6579,20.02632,16.20588,16.61111,17.41176,15.77419,17.51724,11.23077,13.77143,13.03226,14.74286,14.45946,14.95652,10.9,8.75,10.88461,11.71429,14.63636,15.20588,16.30303,17.17241,17.42857,14.51613,13.76471,15.54286,16.60606,15.27273,18.13953,17.33333,15.51351,17.67647,17.94286,17.1,19.4,22.45238,26.92857,24.36364,25.14286,24.19444,19,15.97143,17.55,18.22857,20.02703,21.71053,23.79545,22.11539,29.46939,27.10204,28.33333,25.76744,26.97674,28.08696,25.11111,28.97619,27.92105,25.82353,31.1,24.14706,21.375,23.7027,24,28.07895,25.94118,15.21212,19,18.42424,18.5,17.03704,15.41935,18.5,22.37931,19.85714,13.65714
roundaboutquickright,50,20,20,37,0,4.809524,9.35,9.954545,11.28571,9.227273,9.705882,7.818182,8.6,10.57692,12.73077,16.15625,14.13889,14.96875,17.67647,15.89189,18.78125,18.84375,20.18182,24.08108,17.975,21.79487,21.92857,22.86667,24.36585,23.90698,23.975,21.54545,22.77778,19.7027,24.85294,22.82857,19.48571,23.48485,18,13.5,12.38095,9.347826,13.45,13.08,11.125,13.68182,14,13.86364,13.75862,14.68,12.09524,10.83333,10.6,12.46875,15.86667,15.33333,12.3871,15.14815,13.55,11.33333,10.31818,10.92593,11.33333,10.81818,9.304348,13.52632,12.31579,11.15,11.66667,10.36364,9.695652,14.21053,14.77778,12.74074,16.19355,12.60606,13.48571,14.66667,14.88571,16.30303,19.32432,18.47059,14.89189,16.15625,18.08333,22.02381,23.66667,25.175,21.02326,24.33333,27.51429,26.39474,23.45455,18.48718,20.70588,19.05882,16.06061,16.67857,13.84615,12.9697
roundaboutquickright,50,20,20,38,0,4.533333,7.411765,7.615385,6.555555,8.647058,10,12.22727,11.08333,11.07143,11.13043,9.8,10.55556,11.33333,10.24,11.12,11.57143,11.41667,11.59375,13.56667,12.10345,12.44444,12.5,7.285714,10.625,12.95652,14.73913,13.3125,14,13.28571,17.16667,18,19.64706,22.60606,22.55556,17.90244,18.73171,17.85714,17.82857,19.45161,16.13333,18.42424,15.78947,18.61539,15.06452,14.48485,15.2,16.21875,13.42424,13.54054,14.2,16.52941,18.60714,16.19231,12.93333,12.42308,10.04762,9.038462,13.95652,11.51852,13.2069,14.02941,16.26471,12.91177,15.75,16.9375,16,15.36667,14,14.13043,15.24,10.11111,12.13793,14.44444,10.25,8.65,8.133333,9.285714,12.3871,16.73529,13.86207,15.25,13.84615,14.51613,13.87097,12.0625,13.54839,14.11429,14.125,14.375,14.09091,16.3617,17.35556,18.51282,20.19512,23.09091
