intersection,run,north,east,south,west,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950
roundabout-quick-right,21,50,50,50,50,0,3.571429,6.925926,8.735294,10.7619,10.69767,13.42222,13.16364,16.54098,19.09524,21.77049,19.98387,19.98485,21.54545,18.64865,20.36145,23.21428,24.65217,26.5955,28.22093,28.7766,27.2549,30.05556,33.76415,36.00943,38.83333,37.93859,37.34426,38.06977,41.0292,39.26619,40.60145,43.43151,44.46202,44.45399,47.81034,50.25698,53.19886,55.26163,56.42857,57.29255,55.82051,59.17241,63.13793,64.57281,66.59624,67.75,71.94313,72.26244,72.16738,74.24691,74.69077,76.08268,78.53488,80.88931,80.38951,81.71841,83.14436,83.14089,84.64214,88.25329,90.19109,94.08974,95.65931,98.8642,98.89189,100.1552,102.1936,104.4857,107.5926,106.9525,109.327,112.0618,114.0133,118.4526,122.0635,124.4727,124.3476,128.6402,131.2754,134.0542,135.2833,137.2614,137.5197,140.151,140.7785,140.2494,141.8115,142.558,140.2026,142.3515,143.4908,147.1822,148.4507,150.2829,151.6857
roundabout-quick-right,22,52,52,52,52,0,4.782609,8.483871,11.52632,10.93478,11.76744,13.24528,15.28846,14.86154,16.57143,17.90244,20.03371,21.08421,23.59184,25.51961,27.99065,29.41379,31.92562,32.75385,33.02174,35.17021,35.15862,38.04487,39.06135,40.24118,41.73184,44.1,45.80628,47.08955,51.92417,53.37788,55.74091,57.34802,59.71368,60.95436,63.67611,66.05159,68.5,69.52672,72.25468,73.20221,74.40876,76.63736,78.28928,81.85614,82.70068,85.40729,86.5117,88.89439,89.20063,93.10625,94.29003,95.44118,98.59366,99.37605,102.2582,105.8251,108.4798,111.13,113.7932,114.9528,115.9613,118.301,119.3738,121.4244,123.2913,126.2615,130.2549,131.3309,131.972,132.9029,134.0854,134.2402,137.7102,138.6288,141.9219,144.5535,146.9687,146.2143,148.3564,149.9783,150.6988,154.1853,155.4432,156.647,156.7978,158.8834,160.8546,162.7923,166.52,169.4863,170.8417,174.1681,178.9951,180.7215,182.209
roundabout-quick-right,23,54,54,54,54,0,4.64,8.75862,8.25,11.54167,14.24528,15.43548,18.49296,19.63855,21.91304,25.31373,28.37037,30.29204,30.872,32.66667,35.81119,36.51299,37.44231,38.89222,40.46286,42.56989,43.63918,45.2657,47.17143,50.28037,52.30909,52.55458,53.41026,55.8549,58.03053,61.5188,63.11744,64.93079,67.57377,69.49527,71.44954,74.65662,77.51917,81.41329,86.65706,88.98576,92.49287,96.11142,96.99191,98.17678,99.88831,102.156,104.9875,106.1471,108.3325,110.6295,113.0557,113.2812,114.8114,117.4044,119.194,124.5032,126.5931,129.8463,131.8583,134.9594,137.6373,140.3233,141.702,145.7554,146.4797,147.421,148.985,151.5323,155.652,157.8702,158.4876,161.5762,164.6529,165.1872,168.4604,170.8654,173.3732,174.7173,177.5167,180.4584,180.4012,184.3441,186.5492,189.6135,191.8765,193.1277,195.2072,195.7611,198.7528,200.0028,202.7552,203.9945,207.9106,211.0378,213.2284
roundabout-quick-right,24,56,56,56,56,0,4.461538,7.425,9.56,11.94737,14.1129,16.10606,15.83823,16.65217,16.91429,19.22989,22.14706,23.44954,25.54701,27.18699,31.53788,33.15909,34.05594,36.06712,34.78981,35.94937,37.41667,38.54301,41.88265,42.26131,45.45366,48.74178,50.09649,52.47917,54.67073,59.20313,61.8441,62.9283,66.03345,69.22222,70.85172,71.43729,73.38284,75.72425,76.86901,78.36957,79.42813,81.56173,84.96024,85.68421,87.52647,89.25714,90.37846,92.47467,94.60411,95.755,99.20494,101.2048,104.3868,107.0958,110.0136,113.4081,115.38,117.1355,119.4258,122.3133,125.1842,126.674,127.6262,129.327,131.0545,134.7094,137.1492,139.8222,143.0421,146.9604,147.0299,149.4887,154.0415,157.7919,160.2732,161.8333,161.8794,163.4621,166.0577,170.3808,173.4469,176.8699,179.9368,184.2578,186.5858,189.3214,193.7316,196.4416,198.6265,202.8037,204.0091,203.1035,205.9442,208.7275,212.5515
roundabout-quick-right,25,58,58,58,58,0,5.038462,8.117647,8.785714,9.825,11.33333,12.90566,15.01724,15.90909,17.7973,18.62069,20.58,21.34862,23.00862,25.976,27.96124,28.81429,31.82781,33.90625,36.32164,37.30556,40.33333,42.12136,45.27982,48.49107,50.55,53.08,55.61811,57.3384,58.36996,60.21739,64.19217,66.46875,68.92256,72.00326,76.81351,78.96845,80.80923,82.51471,83.22817,85.46757,88.4016,90.47135,94.06977,98.17347,99.62408,101.9856,103.6154,107.2237,109.0942,111.388,114.9735,116.7306,117.9184,120.2878,121.1992,122.9545,126.1492,128.4771,131.6498,132.7241,137.1743,139.9305,144.1164,146.5404,149.7069,152.801,155.9966,157.9628,160.2137,161.659,164.2022,166.3766,170.0111,171.25,172.6951,176.063,179.2575,182.8988,184.0862,186.3564,190.1007,192.8512,195.7149,199.6527,202.2839,203.867,205.0776,207.8935,211.0596,210.6865,214.3526,216.8271,220.1974,222.7226,225.8984
roundabout-quick-right,26,60,60,60,60,0,4.842105,6.612903,7.365854,10.10909,12.83582,15.20988,18.32584,20.68041,22.22124,25.33064,27.3617,29.49342,32.32919,35.11765,36.81921,38.1828,40.2211,43.19524,45.15556,47.49565,49.68033,53.45098,55.56538,59,60.19424,64.55479,66.89836,70.2254,72.87462,75.74397,77.24058,78.82954,79.14561,81.55526,84.02094,86.3257,89.20731,91.73861,95.20795,98.06834,100.8422,104.5763,109.1453,111.7966,114.624,116.9533,119.3866,121.9037,124.8839,127.6374,130.6637,134.464,137.3524,139.5877,144.5559,146.4617,148.561,150.0032,154.5096,158.3656,161.338,162.9457,166.2876,169.211,170.9843,174.3836,177.4868,179.0014,179.8011,182.7586,184.043,185.5483,189.5151,191.8676,195.0762,198.567,202.0644,205.4549,208.2514,212.5154,214.9222,217.5993,221.6785,226.6755,229.333,231.1864,235.182,237.2895,240.5063,244.3657,247.6453,250.2139,253.4137,255.743,259.0296
roundabout,1,10,10,10,10,0,4.75,7.75,6.333333,6.285714,7.375,5.714286,7.181818,7.909091,9.714286,5.25,11.33333,4.25,8.333333,11.33333,6.333333,8,6,6.333333,6.833333,8.125,9.571428,5,9,1.333333,4,8.4,3.8,5.875,4.166667,5.833333,10.66667,7.666667,6.125,12,5.25,9.4,4.5,4.8,6.428571,10,14,5,2.666667,8.5,4,9.25,6.6,6.5,7.857143,8.333333,6.142857,12.4,4.2,8,4.857143,6.285714,10.875,6.833333,9.2,7.5,7.2,5.142857,7.25,6.571429,7.428571,4.625,7.125,4.857143,8.75,6.5,10.14286,8.166667,5.666667,10,4,7,8.25,6.25,6.090909,9.75,11.375,10.4,6.2,5.666667,8.4,6.666667,8,7.6,5,8.714286,9.714286,7.9,7.375,8.5,8.75
roundabout,2,12,12,12,12,0,5.833333,9,5.583333,7.909091,8.111111,7.166667,16,5.4,6.666667,6.166667,8.625,6.6,6.3,10.57143,7.333333,5.777778,10.1,9.5,6.142857,5,5.6,8.666667,9.090909,9,10.4,5,4.166667,8.75,5.428571,10.625,9.444445,11,6.555555,8.8,7.166667,8.4,11.25,5.909091,10.91667,7.666667,7.555555,6.571429,14,6.8,8.285714,10.28571,7,5.333333,4.8,6.25,8.5,5.909091,8.625,10.33333,8.714286,7.6,9.375,5.363636,6,9.1,8.25,5.25,10,9.428572,6.375,6.363636,6.5,6.428571,8,5.666667,6,9.3,12.45455,8.875,5,7.625,6.833333,3.666667,8.555555,8.125,6.833333,6.666667,5.8,8.8,10.28571,7.625,7.888889,5.4,6.333333,3.833333,7.416667,8.8,6.714286,6.8,5.6
roundabout,3,14,14,14,14,0,5.142857,5.909091,5.9,8,9,7.307693,10.9,5.636364,7.6,7.909091,11.25,4.75,6.923077,6.333333,9,8.666667,9.222222,8.833333,7.333333,9.555555,7.75,5.857143,7.4,8.666667,6.1,7.909091,7.272727,8.466666,9.153846,10.77778,7.545455,6.444445,10.25,6.9,7.375,8.636364,7.6,8.3,5.5,5.888889,7.75,7,4.8,7.75,9.8,3.428571,6.333333,8.333333,7,16,8.5,4,7.4,11.11111,5.4,8.3,10,9.5,4.666667,11.25,9.285714,7,6.333333,11.83333,5.428571,8.833333,7.285714,5.714286,5.9,9.8,7.555555,8.666667,10.25,9.2,8.666667,3.166667,7.625,8.4,7.75,5.5,4,7.818182,7,11.25,7.5,8.375,6.111111,6.083333,9.5,11.75,11.16667,8.5,8.333333,11.66667,8.4
roundabout,4,16,16,16,16,0,4.222222,8,8.941176,9.384615,10.1,7.888889,7.692307,9,7.583333,8.181818,9.111111,5,6,6.285714,3.5,8.666667,6.5,8.25,4.454545,4.133333,9.615385,12.22222,6.8,7.333333,9.1875,10.38461,10.25,6.142857,9,8,5.75,6.769231,7.928571,7.916667,10.23077,7,7.222222,7.8,7.230769,9.3,6,7.625,11.33333,9.818182,9.285714,11,9.75,5.333333,7.285714,5.583333,6.285714,7.333333,6.888889,9.333333,6,7.5,9.1,7.875,7.545455,4.2,3.727273,10.27273,6.666667,6.545455,11,7,6.285714,10.625,4.428571,9.285714,8.4,8.555555,3.25,6.916667,8.857142,9.105263,12.71429,7.833333,10.45455,6.181818,6.733333,10.45455,6.5,8.923077,8.8,10.83333,6.5,7.25,7.8,7.5,6.090909,9.25,8.666667,5.538462,8.636364
roundabout,5,18,18,18,18,0,4.538462,8.166667,6.1,6.8,9.818182,4.6,7.466667,8.533334,9.571428,9,6.5,10.63636,5.636364,7.923077,9.230769,12.27273,7.888889,11.6,5.25,9.555555,5.6,6.666667,8.428572,5.333333,8.454545,8.923077,10.75,8,7.214286,8.785714,9.533334,9.214286,8.636364,9,7.8,7.214286,8.692307,4.692307,12.16667,10.57143,6.25,6.727273,9.666667,5.769231,8.384615,10.71429,8.333333,5.1,9.333333,7.666667,8.6,6.8,7.666667,7,8.25,9.3,7.533333,6.947369,11.5,15.33333,13.38461,9.692307,9.928572,10.41667,11.33333,10.07692,8.75,10.125,11.25,9.428572,8.666667,9.4,4.25,6.727273,8.222222,9.666667,6.6,8.142858,5.222222,8.416667,7.5625,8.875,9.941176,9.25,9.888889,11.82353,12.35714,9.538462,9.357142,9.5625,9.916667,5.909091,7.777778,7.363636,9.111111
roundabout,6,20,20,20,20,0,5,8.857142,7.066667,11.21429,9.153846,7.181818,9.454545,10.4375,9.470589,10.61539,13.30769,8,10,7.1,8.4,10.14286,8.222222,12.15,14.94737,11.47368,13.73333,12.75,8.3125,9.611111,8.842105,9.272727,14.70588,11.66667,11,9.111111,14.41177,11.52941,9.5,10.5,13.84615,8.363636,5.714286,7.857143,10.25,8.714286,5.545455,6.833333,7.875,6.5,7.235294,11.23077,11,5,7.466667,8.75,9.857142,7.444445,7.1,7.636364,7.4,4.692307,7.466667,7.75,10.14286,8.833333,6.928571,6.555555,9.947369,12.05263,13.46667,10.28571,10.9,8.454545,6.3,4.571429,5.75,4.5,5.928571,8.909091,6.307693,8.933333,8.6,9.111111,5.583333,5.4,8,8.352942,9.625,10.8421,9.95,11.04545,14.57143,12.4375,9.5,8.384615,11.08333,9.1,10.44444,5.285714,6.571429
roundabout,7,22,22,22,22,0,4.3,6.941176,9.277778,10.57143,11.2381,11.59091,15.22222,16.56522,18.22222,17.84,17.81818,15.4,13.48,14.52381,12.73333,13.77778,10.11111,7.9,7.058824,8.5625,8.333333,7.888889,9.565217,11.27273,12.45,10.52174,10.09091,13.05882,6.888889,8.230769,10.61539,8.9375,8.666667,10.88235,8.785714,8.866667,7,7.230769,5.272727,8.384615,7.764706,8.611111,8,8.052631,9.142858,10.57143,13.66667,13.5,10.85714,7,7.416667,6.578948,7.571429,11.5,12.53333,9.266666,8.071428,9.923077,10.0625,11.5625,9.5,7.857143,5.5,8.227273,11.53846,12.76,13.15,11.05263,12.04348,13.21739,14.04545,10.81818,10.4,9.954545,10.75,11.5,9.473684,12.5,9.523809,9.086957,10.14286,10.07407,11.55,12.61905,8.8,9.125,13,9.307693,11.5,6.8,8.416667,9.2,12.35294,12.25,11.46154
roundabout,8,24,24,24,24,0,3.1,6.9375,7.5,5.947369,9.526316,10.0625,7.470588,7.083333,10.69565,9.5,10.5,11.5,4.9,8.461538,8.95,5.9,10.59259,9.25,11.16667,11.1875,8.933333,9.65,7.05,9.055555,6.571429,9,10.30769,6.1,9.409091,9.703704,11.51724,12.83871,14.375,15.90323,17.28125,18.625,19.33333,14.22727,10.94118,10.95455,9.772727,11.94444,12.6,7.136364,9.4375,12.53125,14.4,15.12821,19.25806,18.63333,15.93103,16.03448,15.5,16.88461,13.27273,10.23529,9.923077,11.8,5,6.65,10.46667,10.33333,9.555555,8.277778,9.238095,11.13636,13.4,11.52941,12,7.875,7,10.4,11.7,10.4,8.444445,8.058824,8.777778,9.227273,9.5,10.80769,12.78261,13.31818,14.63636,13.8,10.5625,7.9375,9.055555,10.36364,9.176471,6.777778,8.473684,13.06667,6.727273,7.4375,9.866667
roundabout,9,26,26,26,26,0,4.888889,6.692307,8.733334,8.666667,10.8421,8.3,4.333333,7.111111,8.421053,9.529411,11.94444,12,7,7.055555,10.23077,9.777778,8.2,11.11111,12.58333,11.61905,10.94118,14.23077,7.071429,8.176471,9.4,9.277778,10.08696,11.3,13.03226,13.76667,15.40741,16.73333,18.13636,14.94118,11.05882,6.785714,9.222222,11.8421,11.15,7.95,8.333333,12.08696,12.17241,11.96774,14.33333,17.31034,18.9,13.20833,9.529411,8.714286,8.571428,7.933333,8.266666,9.857142,5.294117,8.8,9.85,11.2,10.88889,9.888889,10.21053,9,8.2,8.461538,8.666667,7.411765,10.18182,8,9.785714,8.4,10.16667,7.272727,7.952381,7.714286,9.142858,12.10714,16.04545,12.72727,12.03846,12.95833,16,12,8.7,12.76471,8.714286,6.642857,8.454545,7.272727,7.916667,7.555555,8.533334,7.466667,10,6.368421,9.333333
roundabout,10,28,28,28,28,0,5.352941,7.9,8.208333,9.941176,9.92,14.61539,12.63333,14.95238,16.85,13.30435,10.66667,12.75,14,14.12121,16.08824,15.93939,15.65854,17.06061,19.34483,19.71428,19.15789,12.68182,10.7,10.34483,12.77778,13.77778,13,12.54167,15.54167,19.72727,18.46154,13.08696,11.27273,9.73913,13.17241,12.66667,16.58333,18.95455,12.5,10.68421,9.52,11.72727,10.18182,13.08333,13.22222,11.30435,13.44,13.84615,14.88,12.88461,13.31818,12.75,13.65625,16.15152,17.68571,17.72973,16.85,19.38889,15.34483,12.6,11.03846,11.3871,11.59459,15.46875,14.73333,16.66667,16.74074,14.375,14.14286,12.59259,13.2963,14.55172,15.25641,16.775,19.91667,20.39394,20.74194,14.5,11.88461,11.64286,13.80769,12.18519,14.57692,13.64,12.14286,10.38095,10.9,13.05882,11.09091,9.92,11.625,11.80952,12.2381,12.6,13.04762
roundabout,11,30,30,30,30,0,6.142857,6.277778,8.0625,7.368421,8.157895,8.521739,9.565217,10.66667,9.875,11.63158,11.14286,8.863636,8.958333,10.86957,10.11539,10.64286,12.16667,13.54054,13.56522,16.67347,22.80435,21.325,21.88889,21.23684,21.63415,18.16667,17.53846,16.56098,16.17949,17.07317,18.625,22.93939,21.67568,23.66667,25.17143,23.5,24.7027,25.83784,25.25581,24.86111,24.5,23.70588,22.16667,19.84211,18.97297,20.10256,19.65,17.52381,17.13953,19.47222,19.11905,19.875,18.64103,18.71428,19.48718,18.4878,18.51163,21.60526,20.27907,19.13953,22.21951,20.52381,21.71111,25,26.87805,25.7,19.83333,20.2,18.02778,15.2,17.19512,20.02128,19.56818,22.34884,23.85366,22.69048,22.71795,22.975,21.58974,18.72727,19.42222,17.06383,18.05769,19.40741,20.45283,21.375,20.85185,19.80328,20.96923,22.43548,22.8871,24.63333,24.75806,25.75,25.39063
roundabout,12,32,32,32,32,0,5.909091,6.105263,9.521739,11.09091,10.45455,8.166667,9.810811,13.02632,14.83721,17.38636,18.60465,19.11765,22.29545,20.17778,18.68,19,18.84314,19.73077,19.91667,23.73469,24.15217,23.5,23.68889,22.21739,20.35556,21.36957,22.12766,22.16,25.96154,24.95918,22.15789,26.96364,24.07843,26.29167,23.57895,25.26316,26.21312,26.95,27.10169,26.69355,26.5,28.27273,33.80328,32.53846,34.57576,36.59702,38.83823,35.86364,39.73846,39.96552,38.76667,42.94231,40.02,40.12,40.9434,39.26923,40.41379,47.67273,49.74074,45.95,44.91228,45.08475,40.29412,34.14286,36.64179,37.90411,37.22368,38.55263,38,40.7027,41.42308,39.15385,39.54217,38.56627,44.63291,40.15854,42.6092,43.57778,46.03261,45.17021,45.6413,50.25275,51.14444,49.01052,47.41177,46.08911,47.32673,48.18447,49.73737,51.13726,51.97059,49.17308,48.1,49.84314,50.58
roundabout,13,34,34,34,34,0,4.166667,8.678572,11.80645,10.93548,10.925,13.86667,13.77778,15.56,16.8,19.91489,19.58,19.29412,19.45833,22.34615,24.95833,21.17021,22,23.5,22.52273,20.85714,23.91837,25.47059,23.34,21.36364,21.82609,20.06522,22.15217,24.08163,24.62963,21.92424,26.41538,31.11475,32.4697,32.42857,35.72857,36.90278,32.25641,35.75641,37.01282,38.38824,42.35366,39.97436,38.75904,40.34118,38.92857,35.84706,37.11364,35.57778,37.58427,40.11905,40.5,40.19355,43.73958,42.62626,43.5,45.21569,44.82857,44.69811,45.23009,45.24779,48.46789,48.13636,48.52174,52.63559,53.89189,52.04464,54.98182,55.86111,53.36036,53.53637,52.57895,52.24779,54.77193,52.70094,51.72566,51.8,52.88182,53.26549,49.47155,50.98374,52.33333,53.8125,52.50758,53.41791,55.59259,57.22628,56.84559,57.92029,58.80714,62.26897,63.88079,66.5921,69.62666,66.56165,70.17731
roundabout,14,36,36,36,36,0,4.894737,8.45,10.13333,11.26667,11.67742,12.61765,13.17949,13.27273,15.87234,16.60377,19.75472,19.88679,19.86539,20.45763,22.23636,25.17647,23.15254,24.38597,24.59678,26.69492,22.97059,22.98551,23.81081,25.47561,28.62651,30.63291,33.34118,35.47191,36.01123,37.39785,37.96842,38.34021,39.53,38.61165,38.44737,36.84211,39.14912,39.51695,42.40678,43.95798,44.50413,44.125,46.03759,45.68889,46.40288,47.56204,48.52143,50.80435,51.86666,53.08392,55.08333,58.00667,61.17931,61.25874,59.76552,59.03333,60.93421,63.59603,66.1745,66.67764,66.86275,65.70808,66.27711,65.56097,66.26471,67.96491,68.58889,70.13904,70.57298,74.51323,77.97326,79.8836,83.19791,85.79787,84.75897,83.64796,83.35025,82.83582,85.08696,87.74163,90.22596,93.92308,94.74074,95.04036,96.69955,98.56769,101.9115,103.8546,106.875,108.4095,111.1073,110.6992,111.6777,112.2875,113.7202
roundabout,15,38,38,38,38,0,3.5,6.32,10.04,11,14.16667,14.64444,18.02041,19.94737,22.69091,22.83928,23.61403,23.89655,24.24561,25.27778,24.4918,23.55072,25.72727,27.55128,27.45679,30.36782,33.93103,32.19101,33.22222,36.45361,38.38614,38.51,38.77143,38.72222,40.28318,40.07965,39.28205,42.46218,44.36885,42.36,47.40625,48.17986,48.12766,49.88889,54.02041,54.00658,55.55769,56.74214,57.85802,58.50299,59.04706,59.94253,60.31395,62.84118,65.09412,67.82456,68.66666,70.66474,70.43114,69.48538,69.92046,70.35555,71.66666,73.58696,72.63388,73.30645,72.81481,75.07895,76.37629,76.22222,78.52475,79.29064,77.34884,79.24545,80.62054,82.01316,82.27074,83.27084,85.33195,82.94736,84.68254,85.65504,88.46387,89.63019,92.13333,93.63603,95.46931,99.88172,102.0851,104.9329,107.7063,110.4739,115.0514,115.2249,118.1119,119.596,119.8656,120.5897,122.1097,123.4798,121.8415
roundabout,16,40,40,40,40,0,4.545455,8.352942,8.888889,7.333333,10.37037,12.56667,11.52941,12.5,13.85714,15.18,16.48,15.88235,19.35714,21,20.55556,23.98333,22.18056,21.80282,24.26027,26.83562,27.81944,29.29114,30.24691,31.59524,35.47619,36.91209,37.8587,39.48913,40,38.87736,42.92381,41.56075,40.38532,39.97273,41.41228,41.2521,39.72222,41.28571,43.91791,45.34074,47.07692,47.75,50.08823,51.29861,51.34932,53.94118,54.6859,57.7125,56.56707,57.97605,59.47647,58.89386,61.19565,60.74866,62.7672,64.71875,66.47179,65.96135,66.66204,69.15525,73.96313,75.54298,76.71555,78.38766,80.04367,81.97836,82.57384,85.86207,85.2664,86.45901,89.51405,90.73725,90.97298,93.57915,95.20912,96.51649,98.98535,100.87,102.3453,105.2483,103.9897,108.1404,108.5904,111.0782,112.3779,113.5329,114.9425,113.8272,112.97,117.5815,120.2236,121.7216,123.1257,122.8964,123.2959
roundabout,17,42,42,42,42,0,4.130435,9,11.26471,11.5,13.08333,16.16,18.76596,20.03773,21.38597,21.76667,19.95714,20.72,22.89024,23.70238,26.53933,29.5,34.27957,37.10417,36.43269,36.10476,36.95536,38.79167,40.91129,43.5,45.44853,45.65957,47.13423,50.65333,51.66234,52.98089,55.79085,59.49032,61.20755,60.22086,59.54217,60.89595,61.45763,64.07609,65.93407,68.55676,71.27513,71.97927,73.335,74.07246,77.20755,78.86697,80.33921,80.87336,81.88936,83.93535,88.78541,86.91736,88.60905,90.81855,93.22267,96.09638,94.90733,98.30798,100.0301,102.1365,101.3274,102.6219,104.6864,106.4082,108.7857,107.33,109.7204,111.5695,113.9805,112.7859,114.473,116.8864,118.0955,116.8131,115.9728,119.8318,123.2508,126.8198,125.8757,129.368,128.0807,129.8138,132.6685,133.9718,135.8674,136.1317,137.8658,139.3359,139.5527,139.2481,144.5721,146.7901,149.0073,147.1853,147.5279
roundabout,18,44,44,44,44,0,5.583333,8.766666,11.59459,14.56604,15.09259,17.61702,18.14545,19.28814,19.875,21.39189,22.48101,24.45238,26.42708,29.95049,31.34653,31.73585,33.05505,33.73913,33.47414,36.81197,37.30709,36.72388,39.39716,40.42361,44.15972,46.8,48.26923,49.63855,49.80114,51.57377,52.18518,53.5,53.84037,56.6682,58.30045,59.46222,64.25991,67.42174,70.80087,72.83262,73.21075,75.94715,78.33334,80.98462,83.63498,84.88561,88.59124,90.38869,93.28966,93.2628,94.29,96.50485,97.66134,100.8428,104.2656,107.2985,108.6667,109.997,111.3943,114.4056,117.5978,120.0948,121.5389,123.0761,125.1186,126.9773,129.1737,132.5236,134.0685,139.1415,141.9976,143.1564,148.0941,149.7014,149.9068,153.4195,159.6293,164.8186,168.009,169.181,173.3964,177.804,176.0719,177.2146,177.8483,180.4114,183.238,180.9567,183.4949,183.5677,185.7972,185.9189,189.1111,192.9349,194.7788
roundabout,19,46,46,46,46,0,4,6.884615,8.371428,12.17857,14.6,17.23438,19.10526,20.47436,24.1625,26.0814,25.49505,26.56604,29.27642,30.424,32.66177,34.06993,37.14865,40.64935,43.98734,46.73373,46.59444,49.11236,52.22043,55.93583,58.86979,60.70149,62.01887,62.11163,64.92661,65.63677,68.82667,70.23348,70.60606,72.33195,73.38017,74.66265,77.27309,79.76654,81.13688,83.2989,84.22064,86.69504,88.36806,91.69655,93.22298,96.18812,97.23962,99.58096,99.92966,103.8358,107.0906,108.8177,110.5099,112.2833,112.6209,116.1409,119.5187,121.47,123.0517,125.7327,126.7532,129.3875,129.3447,130.8633,133.431,138.1253,139.3685,142.8744,145.3866,146.8655,147.1659,151.2753,154.7709,154.4549,157.392,160.64,162.7814,165.3116,169.832,172.502,173.6473,176.3459,178.0596,180.5313,182.3231,184.3786,186.4735,187.222,190.4312,193.313,196.2275,195.7096,198.1085,199.879,201.7694
roundabout,20,48,48,48,48,0,4.666667,8.178572,8.888889,12.16216,13.93617,16.22807,18.31034,19.27143,19.06173,21.25,22.81818,26.14679,28.45299,31.23077,34.36585,35.89552,36.82394,37.94702,40.63158,43.29487,47.41463,48.51497,49.02286,52,54.17582,57.46114,60.25248,60.67453,63.0583,65.54507,68.94936,70.81171,73.39095,74.12549,76.2218,76.42239,79.493,79.7517,83.27273,86.09869,89.34084,90.39252,93.13497,95.64776,97.07204,99.73371,103.0392,106.0545,108.4,109.8753,111.7214,115.1176,121.3571,124.38,127.1679,129.274,132.4222,135.1743,136.8578,140.5563,142.3517,145.5763,147.75,148.5826,150.4399,149.6996,150.7129,153.1037,156.7438,161.1815,163.8371,167.7927,170.231,172.1121,174.5307,176.5346,178.7237,180.2958,183.1608,185.2967,187.9721,190.3388,195.6052,200.0757,202.9184,205.5426,207.8414,211.379,214.7683,217.4154,220.0539,222.1911,222.8889,227.5474,228.7026
roundabout,21,50,50,50,50,0,4.913043,8.083333,10.63415,12.97959,15.36,16.45763,15.98571,19.05063,20.57143,22.06122,24.80392,29.68627,31.82076,31.13793,33.5,35.40157,37.24461,40.23611,41.44231,43.13773,44.32022,46.91935,50.31123,55.7398,58.1791,59.15385,60.53738,60.14537,60.47899,64.17355,65.4257,68.45737,71.81226,74.32364,75.95053,76.39175,79.58446,83.0363,86.62058,88.10126,91.51393,92.55556,95.56932,98.17429,100.0952,102.9591,105.5093,108.7416,112.3985,114.5528,116.9298,120.079,121.9327,124.2266,124.6705,127.0134,130.1574,131.3129,133.7371,135.5588,138.7246,139.1055,140.8728,145.5678,147.025,150.5894,153.2839,158.2224,159.7509,163.2018,164.9238,169.7319,172.1078,174.695,177.1036,179.358,181.7702,182.9837,183.4496,186.9874,189.4165,192.5061,193.2136,196.3772,198.7814,201.6239,203.9943,209.2778,214.3366,216.2479,217.8055,221.5889,226.207,230.9394,234.1421
roundabout,22,52,52,52,52,0,4.15,7.457143,8.875,11.92857,13.94231,16.21428,17.29412,20.475,22.05435,23.00961,24.9115,28.18033,30.93333,32.48322,34.91411,36.875,40.00571,41.99463,43.81726,45.723,49.74419,53.11659,55.73778,58.4188,61.43038,62.79921,64.68045,67.26546,69.69366,71.4966,73.73841,74.4127,75.61963,77.9612,80.55523,84.26629,86.54444,90.00268,91.43832,94.34974,96.89673,100.7864,103.5461,106.6587,111.8847,114.2437,118.6472,119.625,124.1814,127.1423,130.6253,131.9249,135.4115,136.6047,139.0405,142.587,146.1111,149.1389,150.9582,153.0927,156.386,160.5491,163.5417,167.7956,169.3831,170.2274,172.2758,174.273,177.4046,180.5952,182.7262,185.8916,188.0408,191.2768,195.0524,199.7715,204.0368,208.4331,212.0813,215.3436,219.256,220.703,224.1638,227.5507,231.3092,235.1728,238.8963,241.5006,242.8695,246.6759,250.6893,251.674,255.4746,257.6739,259.6943
roundabout,23,54,54,54,54,0,4.380952,6.472222,10.2449,13.42373,15.61429,17.17442,19.04902,23.19626,25.93694,28.99174,30.21539,31.90909,34.27388,36.92121,39.66857,41.48352,43.39378,46,48.85047,52.31839,53.67933,57.69388,59.24409,62.56391,63.51087,66.72378,69.60345,71.79195,73.26214,75.69782,78.14803,81.42229,83.93447,86.69101,89.14594,92.54881,94.92152,98.59013,102.3707,105.0118,106.826,112.0943,114.914,116.2227,119.6499,122.6874,123.5572,127.4683,131.2298,133.7692,136.1058,139.087,140.9797,143.4549,146.6365,148.4715,152.9557,155.204,159.11,162.2244,162.4722,167.422,171.7395,174.8626,178.1901,181.8328,185.3994,187.5876,189.0354,193.3613,195.9807,198.5452,201.8522,204.4162,206.7236,208.6486,212.3571,216.2262,219.3727,222.4514,224.8014,228.32,229.7144,233.3058,236.0531,239.2038,241.8581,244.9848,250.5479,253.1149,255.6878,260.2779,263.4813,266.3539,269.0051
